DATE,Item ,"UNIT (box, sleeve, etc)",Quantity in store,,,Price purchased,Price sold,Supplier,Quantity in warehouse,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,Chocolate,,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,0.5,,,,,,,
,Chai Masala,bottle,3,,,,,,,
,Turmeric Ginger,carton,19,,,,,,,
,English Breakfast,bag,1.5,,,,,,,
,Earl Grey,bag,OUT,,,,,,,
,Pineapple Papaya,bag,0.25,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,1.5,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,2,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,0.5,,,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,OUT,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,0.5,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,6,,,,,,,
,Cold 12-14 oz Cups,Sleeve,20,,,,,,,
,Cold Lids,Sleeve,14,,,,,,,
,Hot 12 oz Cups,sleeve,6,,,,,,,
,Hot 12-24oz Lids,sleeve,8,,,,,,,
,Hot 8oz Cups,sleeve,23,,,,,,,
,Hot 8oz Lids,Sleeve,10,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,13,,,,,,,
,San Pellegrino Cans,Cans,27,,,,,,,
,Fiji Small,Bottles,8,,,,,,,
,Fiji Large,individual,10,,,,,,,
,Lychee Soda,can,24,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,24,,,,,,,
,Hibiscus Rose Soda,can,14,,,,,,,
,Cucumber Soda,can,15,,,,,,,
,Gato Pistachios,,8,,,,,,,
,Gato Walnut,,13,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,10,,,,,,,
,Chia - strawberry,,,,,,,,,
,Chia- tramisu,,,,,,,,,
,Chia- passion fruit,,,,,,,,,
,Chia- blue,,,,,,,,,
,Limmu,12 oz,0,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolate ,,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,5,,,,,,,
,Cucumber,,0,,,,,,,
,Tomato,,2,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,2,,,,,,,
,Peanut Butter,64oz,2.5,,,,,,,
,Bread,Loaf,2,,,,,,,
,Lemon Juice,bottle,2,,,,,,,
,Hot sauce,,2,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,5,,,,,,,
,Gloves M,Box,1,,,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,2,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,4,,,,,,,
,Grindz,,5,,,,,,,
,Pink Sanitizer,,0.25,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Detergent,,,,,,,,,
,3 fold napkins,roll,7,,,,,,,
,Paper Towel,roll,OUT,,,,,,,
,Toilet Paper,roll,48,,,,,,,
,Toilet seat cover,box,5,,,,,,,
,Febreze,,OUT,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,148,,,,,,,
,Plastic knives,Box,LOW,,,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,0.5,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,Hopper only ,,,,,,,
,Shanta,,1 large bucket,,,,,,,
,Manos,,.5 bag,,,,,,,
,Decaf,,.5 bag/full hopper ,,,,,,,
,,,,,,,,,,
5/3/7.25,MILKS,,,,,,,,,
,Whole Milk,,3,,,,,,,
,Low-Fat,,13,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,2,,,,,,,
,Oat,,36,,,,,,,
,Almond,,40,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,2,,x,,,,,
,Homemade Vanilla,bottle,6,,,,,,,
,Vanilla Creme,bottle,6,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,5,,,,,,,
,Pistachio,bottle,6,,,,,,,
,Vanilla ,bottle,3,,,,,,,
,Sugar Free Vanilla,bottle,1,,,,,,,
,Honey,Bottle,5,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,Chocolate,,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,0.5,,x,,,,,
,Chai Masala,bottle,4,,,,,,,
,Turmeric Ginger,carton,19,,,,,,,
,English Breakfast,bag,1.5,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,0.25,,x,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,1.5,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,2,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,0.5,,x,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,OUT,,x,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,0.5,,x,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,7,,,,,,,
,Cold 12-14 oz Cups,Sleeve,18,,,,,,,
,Cold Lids,Sleeve,10.5,,,,,,,
,Hot 12 oz Cups,sleeve,6,,,,,,,
,Hot 12-24oz Lids,sleeve,7,,,,,,,
,Hot 8oz Cups,sleeve,20,,,,,,,
,Hot 8oz Lids,Sleeve,8,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,13,,,,,,,
,San Pellegrino Cans,Cans,27,,,,,,,
,Fiji Small,Bottles,6,,,,,,,
,Fiji Large,individual,5,,,,,,,
,Lychee Soda,can,22,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,24,,,,,,,
,Hibiscus Rose Soda,can,14,,,,,,,
,Cucumber Soda,can,15,,,,,,,
,Gato Pistachios,,8,,,,,,,
,Gato Walnut,,13,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,10,,,,,,,
,Chia - strawberry,,,,,,,,,
,Chia- tramisu,,,,,,,,,
,Chia- passion fruit,,,,,,,,,
,Chia- blue,,,,,,,,,
,Limmu,12 oz,0,,x,,,,,
,Matcha,bags,0,,x,,,,,
,Chocolate ,,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,5,,,,,,,
,Cucumber,,9,,,,,,,
,Tomato,,9,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,1.5,,,,,,,
,Peanut Butter,64oz,2.5,,,,,,,
,Bread,Loaf,2/3,,x,,,,,
,Lemon Juice,bottle,2,,,,,,,
,Hot sauce,,2,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,5,,,,,,,
,Gloves M,Box,1,,x,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,2,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,4,,,,,,,
,Grindz,,5,,,,,,,
,Pink Sanitizer,,0.25,,x,,,,,
,Thieves Solution,,1/2,,,,,,,
,Detergent,,,,,,,,,
,3 fold napkins,roll,12,,,,,,,
,Paper Towel,roll,OUT,,x,,,,,
,Toilet Paper,roll,48,,,,,,,
,Toilet seat cover,box,5,,,,,,,
,Febreze,,OUT,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,148,,,,,,,
,Plastic knives,Box,LOW,,x,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,x,,,,,
,Stickers,roll,0.5,,x,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,Hopper + 1/2 bag,,,,,,,
,Shanta,,1 large bucket,,,,,,,
,Manos,,.5 bag,,,,,,,
,Decaf,,2 bags + half hopper,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
5/4/7.25,MILKS,,,,,,,,,
,Whole Milk,,1,,x,,,,,
,Low-Fat,,11,,,,,,,
,Half n Half,,2,,,,,,,
,Heavy Cream,,1,,x,,,,,
,Oat,,29,,,,,,,
,Almond,,29,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,3,,,,,,,
,Homemade Vanilla,bottle,6,,,,,,,
,Vanilla Creme,bottle,4,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,4,,,,,,,
,Pistachio,bottle,5,,,,,,,
,Vanilla ,bottle,4,,,,,,,
,Sugar Free Vanilla,bottle,1/2,,x,,,,,
,Honey,Bottle,4,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,Chocolate,,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1.5,,,,,,,
,Chai Masala,bottle,3,,,,,,,
,Turmeric Ginger,carton,19,,,,,,,
,English Breakfast,bag,2,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,1,,x,,,,,
,Moroccan Mint,bag,1,,x,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,1,,x,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,OUT,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1.5,,,,,,,
,Raisins,bags,2,,,,,,,
,Walnuts,Bags,0.5,,x,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,0.5,,x,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,OUT,,x,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,0.5,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,4,,,,,,,
,Cold 12-14 oz Cups,Sleeve,23,,,,,,,
,Cold Lids,Sleeve,11,,,,,,,
,Hot 12 oz Cups,sleeve,23,,,,,,,
,Hot 12-24oz Lids,sleeve,7,,,,,,,
,Hot 8oz Cups,sleeve,15,,,,,,,
,Hot 8oz Lids,Sleeve,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,4,,,,,,,
,San Pellegrino Cans,Cans,26,,,,,,,
,Fiji Small,Bottles,6,,,,,,,
,Fiji Large,individual,4,,,,,,,
,Lychee Soda,can,22,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,24,,,,,,,
,Hibiscus Rose Soda,can,14,,,,,,,
,Cucumber Soda,can,15,,,,,,,
,Gato Pistachios,,8,,,,,,,
,Gato Walnut,,13,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,4,,,,,,,
,Chia - strawberry,,,,,,,,,
,Chia- tramisu,,,,,,,,,
,Chia- passion fruit,,,,,,,,,
,Chia- blue,,,,,,,,,
,Limmu,12 oz,5,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolate ,,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,5,,,,,,,
,Cucumber,,9,,,,,,,
,Tomato,,9,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,1.5,,,,,,,
,Peanut Butter,64oz,2.5,,,,,,,
,Bread,Loaf,2/3,,,,,,,
,Lemon Juice,bottle,2,,,,,,,
,Hot sauce,,2,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,5,,,,,,,
,Gloves M,Box,1,,x,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,2,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,4,,,,,,,
,Grindz,,5,,,,,,,
,Pink Sanitizer,,0.25,,x,,,,,
,Thieves Solution,,1/2,,,,,,,
,Detergent,,,,,,,,,
,3 fold napkins,roll,12,,,,,,,
,Paper Towel,roll,OUT,,x,,,,,
,Toilet Paper,roll,48,,,,,,,
,Toilet seat cover,box,5,,,,,,,
,Febreze,,OUT,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,148,,,,,,,
,Plastic knives,Box,LOW,,x,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,x,,,,,
,Stickers,roll,0.5,,x,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,Hopper + full hopper,,,,,,,
,Shanta,,1/2 large bucket,,,,,,,
,Manos,,.5 bag,,,,,,,
,Decaf,,Full hopper,,,,,,,
5/5/25,MILKS,,,,,,,,,
,Whole Milk,,OUT,,,,,,,
,Low-Fat,,9,,,,,,,
,Half n Half,,2,,,,,,,
,Heavy Cream,,OUT,,,,,,,
,Oat,,20,,,,,,,
,Almond,,32,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,2,,,,,,,
,Homemade Vanilla,bottle,5,,,,,,,
,Vanilla Creme,bottle,4,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,4,,,,,,,
,Pistachio,bottle,5,,,,,,,
,Vanilla ,bottle,4,,,,,,,
,Sugar Free Vanilla,bottle,1/2,,,,,,,
,Honey,Bottle,4,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,Chocolate,,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1.5,,,,,,,
,Chai Masala,bottle,3,,,,,,,
,Turmeric Ginger,carton,18,,,,,,,
,English Breakfast,bag,2,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,OUT,,x,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1.5,,,,,,,
,Raisins,bags,2,,,,,,,
,Walnuts,Bags,0.5,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,OUT,,x,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,OUT,,x,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,0.5,,x,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,3,,,,,,,
,Cold 12-14 oz Cups,Sleeve,18,,,,,,,
,Cold Lids,Sleeve,9,,,,,,,
,Hot 12 oz Cups,sleeve,13,,,,,,,
,Hot 12-24oz Lids,sleeve,6,,,,,,,
,Hot 8oz Cups,sleeve,13,,,,,,,
,Hot 8oz Lids,Sleeve,13,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,4,,,,,,,
,San Pellegrino Cans,Cans,25,,,,,,,
,Fiji Small,Bottles,5,,,,,,,
,Fiji Large,individual,3,,,,,,,
,Lychee Soda,can,22,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,24,,,,,,,
,Hibiscus Rose Soda,can,14,,,,,,,
,Cucumber Soda,can,15,,,,,,,
,Gato Pistachios,,8,,,,,,,
,Gato Walnut,,13,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,4,,,,,,,
,Chia - strawberry,,,,,,,,,
,Chia- tramisu,,,,,,,,,
,Chia- passion fruit,,,,,,,,,
,Chia- blue,,,,,,,,,
,Limmu,12 oz,5,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolate ,,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,5,,,,,,,
,Cucumber,,6,,,,,,,
,Tomato,,3,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,1.5,,,,,,,
,Peanut Butter,64oz,2.5,,,,,,,
,Bread,Loaf,2/3,,,,,,,
,Lemon Juice,bottle,2,,,,,,,
,Hot sauce,,2,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,5,,,,,,,
,Gloves M,Box,1,,,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,2,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,4,,,,,,,
,Grindz,,5,,,,,,,
,Pink Sanitizer,,0.25,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Detergent,,,,,,,,,
,3 fold napkins,roll,12,,,,,,,
,Paper Towel,roll,OUT,,x,,,,,
,Toilet Paper,roll,48,,,,,,,
,Toilet seat cover,box,5,,,,,,,
,Febreze,,OUT,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,148,,,,,,,
,Plastic knives,Box,LOW,,x,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,x,,,,,
,Stickers,roll,0.5,,x,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1/2 buckets + full hopper,,,,,,,
,Shanta,,1/2 large bucket,,,,,,,
,Manos,,.5 bag,,,,,,,
,Decaf,,Full hopper + full bag,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
5/8/25,MILKS,,,,,,,,,
,Whole Milk,,3,,,,,,,
,Low-Fat,,9,,,,,,,
,Half n Half,,5,,,,,,,
,Heavy Cream,,3,,,,,,,
,Oat,,42,,,,,,,
,Almond,,39,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,2,,,,,,,
,Homemade Vanilla,bottle,4,,,,,,,
,Vanilla Creme,bottle,3,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,4,,,,,,,
,Pistachio,bottle,5,,,,,,,
,Vanilla ,bottle,3,,,,,,,
,Sugar Free Vanilla,bottle,1/2,,,,,,,
,Honey,Bottle,4,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,Chocolate,,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1.5,,,,,,,
,Chai Masala,bottle,6,,,,,,,
,Turmeric Ginger,carton,16,,,,,,,
,English Breakfast,bag,2,,,,,,,
,Earl Grey,bag,OUT,,,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,OUT,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1.5,,,,,,,
,Raisins,bags,2,,,,,,,
,Walnuts,Bags,0.5,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,OUT,,,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,OUT,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,0.5,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,OUT,,,,,,,
,Cold 12-14 oz Cups,Sleeve,18,,,,,,,
,Cold Lids,Sleeve,6.5,,,,,,,
,Hot 12 oz Cups,sleeve,13,,,,,,,
,Hot 12-24oz Lids,sleeve,6,,,,,,,
,Hot 8oz Cups,sleeve,20,,,,,,,
,Hot 8oz Lids,Sleeve,14,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,16,,,,,,,
,San Pellegrino Cans,Cans,22,,,,,,,
,Fiji Small,Bottles,2,,,,,,,
,Fiji Large,individual,6,,,,,,,
,Lychee Soda,can,22,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,40,,,,,,,
,Hibiscus Rose Soda,can,13,,,,,,,
,Cucumber Soda,can,21,,,,,,,
,Gato Pistachios,,3,,,,,,,
,Gato Walnut,,8,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,15,,,,,,,
,Macaroon,individual,3,,,,,,,
,Chia - strawberry,,,,,,,,,
,Chia- tramisu,,,,,,,,,
,Chia- passion fruit,,,,,,,,,
,Chia- blue,,,,,,,,,
,Limmu,12 oz,4,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolates ,,0,,,,,,,
,Manos,12oz,1,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,3,,,,,,,
,Cucumber,,17,,,,,,,
,Tomato,,6,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,1,,,,,,,
,Peanut Butter,64oz,1.5,,,,,,,
,Bread,Loaf,1,,,,,,,
,Lemon Juice,bottle,2,,,,,,,
,Hot sauce,,2,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,5,,,,,,,
,Gloves M,Box,OUT,,,,,,,
,Gloves Large,Box,3,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,4,,,,,,,
,Grindz,,5,,,,,,,
,Pink Sanitizer,,1.2,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Detergent,,,,,,,,,
,3 fold napkins,roll,24,,,,,,,
,Paper Towel,roll,19,,,,,,,
,Toilet Paper,roll,60,,,,,,,
,Toilet seat cover,box,5,,,,,,,
,Febreze,,OUT,,,,,,,
,Dawn Dishsoap,bottle,VERY LOW,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,148,,,,,,,
,Plastic knives,Box,LOW,,,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,OUT,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,1,,,,,,,
,plastic spoons,box,1,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,OUT (+full hopper) ,,,,,,,
,Shanta,,1/3 large bucket,,,,,,,
,Manos,,.5 bag,,,,,,,
,Decaf,,1 small bag ,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
5/10/25,MILKS,,,,,,,,,
,Whole Milk,,0,,x,,,,,
,Low-Fat,,6,,,,,,,
,Half n Half,,2,,,,,,,
,Heavy Cream,,1,,x,,,,,
,Oat,,23,,,,,,,
,Almond,,25,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
